review_id,listing_id,date,reviewer_name,comments,listing_name,neighbourhood,borough,room_type,nightly_price,review_scores_rating
1484894327328585155,1048926180068919406,2025-08-10,Jinhee,"The room was as pictured and described and by NY standards, was a good size for two people. The accommodation was clean and quiet and we would consider coming back.  The hotel is in a central location, in waking distance to the theaters and Penn station.","Executive Hotel Le Soleil NY, Executive Queen Room",Midtown,Manhattan,Private room,,4.84
1484934769471127444,692075948348759261,2025-08-10,Shawn,"Choukri was a very gracious and helpful host. Check in and checkout was easy, the apartment was very clean, and it was the perfect size. The neighborhood was very quiet and peaceful I had the opportunity to get some rest and reset. I also took a walk to get food. I definitely recommend staying here if you visit New York.","Enjoy privacy, at Choukri's, near JFK Queens",South Ozone Park,Queens,Private room,$143.00,4.82
1484866730957016496,6237974,2025-08-10,Fallyn,"Peter was an amazing host! The space was exactly what I needed for housing during my summer internship!  I would recommend this listing to anyone liking for kind hosts, clean space, and a conveniently located neighborhood. From check in to check out,  Peter was available if I had any hiccups. He provided information, was always willing to help, and went above and beyond. If I could give it more than 5 starts I would honestly! Great place. Even better people hosting. You won’t regret booking.",Bed-Stuy Brownstone Stay - Close to NYC!,Bedford-Stuyvesant,Brooklyn,Private room,$285.50,4.93
1484952223584223089,626767327976025919,2025-08-10,Julie,Was perfect for our needs.,2nd floor studio in Boerum Hill Brooklyn,Boerum Hill,Brooklyn,Private room,$239.33,4.94
1486383070036362621,1238331353606952943,2025-08-12,William,"Nice modern accommodations , convenient location for my trip, thanks",King Bed | Breakfast Included. Manhattan Views,Gowanus,Brooklyn,Private room,$233.34,4.77
1486382335225969946,51205263,2025-08-12,Azim,Had awesome stay would definitely recommend to anyone !!,Modern LUXE Spacious - Free Private Parking,East Elmhurst,Queens,Private room,$260.20,4.91
1487789321071861933,1287801525313977680,2025-08-14,Misam,Really polite and friendly staff. Lovely neighbourhood,POD Brooklyn - Bunk room in vibrant neighborhood,Williamsburg,Brooklyn,Private room,$218.00,4.74
1487849793964116299,1213688904422343086,2025-08-14,Tapash,Room was nice and quiet but lots of mold in the shower. Convenient location.,Near Little Italy | Gym Access. Sauna & Steam Room,Chinatown,Manhattan,Private room,$365.00,4.6
1488478368196174499,1026414843857482028,2025-08-15,Juan Cruz,"Muy buen alojamiento, hermosa ubicación, económico, bien equipado. Experiencia impecable",Walk to One World Trade + Fitness Room & Wi-Fi,Financial District,Manhattan,Private room,$139.49,4.5
1488515367787537405,1173155686408356519,2025-08-15,Chelsea,Although I had to cancel my reservation due to a family emergency I have came to this apartment 2 months back and I enjoyed my stay very much! The apartment was very clean and comfortable I loved it very much it felt like home. Emily and Saul are very nice and friendly hosts.,Nestled Nook: Inviting Bay Ridge Studio Hideaway,Fort Hamilton,Brooklyn,Entire home/apt,$237.00,4.72
1488540072574740969,51726376,2025-08-15,Diego,Very helpful thank you 🙏,Room A (14 minutes by train from Times Square),Long Island City,Queens,Private room,$171.18,4.9
1488587044982293931,46354423,2025-08-15,India,I would definitely stay there again!,138 Bowery Suite w. Living Room Space,Lower East Side,Manhattan,Entire home/apt,$370.88,4.74
1489220155033149940,3279671,2025-08-16,Parinieta,Michele was great. Very responsive and great to communicate with,Quiet 1BR in Chelsea,Chelsea,Manhattan,Entire home/apt,$224.29,4.63
1489961688282247987,1209393633569416487,2025-08-17,Kathryn,Great location - can’t beat it!,Urban Escape | Museums. Fitness Center,SoHo,Manhattan,Private room,$545.02,4.77
1489981115461257676,762458991784656327,2025-08-17,Levonise,"Our stay at Anna’s place was absolutely wonderful. The home was spotless, beautifully kept, and had everything we needed to feel comfortable and relaxed. Anna was kind, thoughtful, and always quick to communicate, which made the entire process smooth from start to finish. Her hospitality truly made us feel at home, and we could see the care she puts into making sure her guests have a great experience. We would gladly stay here again and highly recommend her place to anyone looking for a welcoming and memorable stay.",Bright NYC Getaway near JFK+LGA,Richmond Hill,Queens,Entire home/apt,$350.00,4.96
1489986069626480143,1350437319146780555,2025-08-17,Mayda,Great place and location! Host is very responsive! Would stay again!,New 3BR Family Oasis Boho • LGA/ JFK • 15 Min City,Astoria,Queens,Entire home/apt,$319.00,4.47
1490674995317481070,1129024928327680831,2025-08-18,Ariel Yordani,Buenas atenciones. El personal es muy atento y preocupado porque los huéspedes la pasen bien.,Next to MoMA | Rooftop Bar. Restaurant. High Floor,Theater District,Manhattan,Private room,$266.00,4.62
1490748283184253154,1111521365863732716,2025-08-18,Marta,"Perfect stay close to amenities, highly recommend",Steps to Central Park + Dining & Rooftop Terrace,Upper West Side,Manhattan,Private room,$496.00,4.72
1490743053122461966,47395232,2025-08-18,Anne Laure,Super séjour grâce au logement en plein centre mais calme.,Teeny Tiny Bunk Bed Studio in Midtown Manhattan,Midtown,Manhattan,Entire home/apt,$298.00,4.62
1491452098610455022,711820084444046096,2025-08-19,Bayarbat,"I stayed at Suliman’s place for 5 days and really enjoyed it. Check-in was super easy, even though I arrived late at night after a flight delay—he greeted me warmly. The room was clean and comfortable, and the kitchen had everything I needed with all appliances working well. It was hot outside, and he even brought me a new fan for my room, which was very thoughtful. Great stay, would definitely recommend!",1-Bedroom Private Room with Queen Size Bed,Brighton Beach,Brooklyn,Private room,$113.00,4.85
1492926869777279188,1341326116264924625,2025-08-21,Tashana,Very helpful. Great service,"Queen bedroom (#2) 5 min from JFK airport *️⃣",Jamaica,Queens,Private room,$152.00,4.84
1492947026785980971,41078843,2025-08-21,Ayako,"Even though the list says ""I live in one of three bedrooms."", we didn't encounter the host or anyone at the unit. The rooms were very clean and comfortable.",Big apartment Close To Everything and nightlife,Ridgewood,Queens,Private room,$375.45,4.83
1492846324331595460,828379893246126050,2025-08-21,Kathryn,"Had a great stay. Nice apartment, great to have the outdoor space, and location can’t be beat. Very close to subway, restaurants, and the park.",Main Parlor Level Brownstone w/ Private Backyard,Park Slope,Brooklyn,Private room,$619.50,4.96
1493570259542259864,22452278,2025-08-22,Amy,Lovely stay. 10/10 would recommend,Serene in Brooklyn,Carroll Gardens,Brooklyn,Entire home/apt,$346.50,4.95
1493626375886165986,1213688904422343086,2025-08-22,Gurubatham,The Hotel is in a good location and subway station is nearby. Very good and convenient to commute to the city,Near Little Italy | Gym Access. Sauna & Steam Room,Chinatown,Manhattan,Private room,$365.00,4.6
1493594666083898948,691676460109271194,2025-08-22,Kiranpal,Great price but not for me. Great for young people.,Soho Sanctuary - Hotel Room,Chinatown,Manhattan,Entire home/apt,$138.00,4.5
1493639807044921295,827836215881086208,2025-08-22,Frances,Great clean and spacious in a lovely neighborhood.,2Bed Lux Duplex MidtownEast,Murray Hill,Manhattan,Entire home/apt,"$1,167.00",4.87
1495082898768615461,1022311659837669027,2025-08-24,Frank,"Great apartment in a convenient location.  Super spacious, it worked well for my teenage daughter and I with two full bedrooms and bathrooms.  We had a minor issue with the AC that Ayanna kindly worked out straight away.<br/>Highly recommended.",Brooklyn Apt w/ roof deck and city views,Crown Heights,Brooklyn,Private room,$508.00,4.87
1495026428162644262,20960203,2025-08-24,Munkhjin,We had a comfy stay which felt like home! Thanks for the smooth communication.,Fort Greene -  townhouse suite,Fort Greene,Brooklyn,Private room,$380.39,4.96
1495103786046887618,1120950645849135201,2025-08-24,Margarito,We enjoyed our stay. The bed and pillows were excellent!  After walking all day around NYC it is what we needed!,Exclusive Apartment 813 | Shared Bathroom,Midtown,Manhattan,Entire home/apt,$242.13,4.39
1495111007815919636,957945358641843537,2025-08-24,Jordan,This was an exemplary air bnb. It is a very nice and cleanly space. Would recommend to anyone looking to stay in brooklyn. I had a great time. He is a wonderful host as well.,Neat Room in Bed-Stuy/Bushwick,Bedford-Stuyvesant,Brooklyn,Private room,$137.00,4.87
1495788922641683834,28329004,2025-08-25,Divonne,It's a wonderful place to be whenever I'm in town Donna is the place to be.<br/>Thanks for the great hospitality and communication Donna see you again soon,Luxury Cozy Retreat,Rosedale,Queens,Private room,$196.00,4.94
1495726208283545838,858697692672545141,2025-08-25,Kevin,Great place to stay on a budget. Very friendly and welcoming environment.,"Safe and Cozy Hostel Room, 1 person, Manhattan",Chelsea,Manhattan,Private room,$89.52,4.68
1496500129259460106,1194458269999890435,2025-08-26,Margaret,"Clean apartment not too far from the beach. The supply of snacks and cold drinks was very appreciated! As was the ENORMOUS tv. It was a little tight, you’ve gotta be very friendly with your companion. The sounds from the nearby train were kind of cool actually.","1Br Love nest, jacuzi tub, getway ,shared wth host",Rockaway Beach,Queens,Private room,$120.00,4.91
1497186390420167159,50702408,2025-08-27,Tiffany,"Clean space, and comfortable beds",Room in Chelsea 2 (Shared Bathroom),Chelsea,Manhattan,Private room,$174.00,4.39
1499355533851032217,2081850,2025-08-30,Konstantinos,"Jerome and Aktina were wonderful hosts! Very friendly, proactive, and happy to offer recommendations about their favorite spots in the city. The apartment was very spacious, tidy, and always kept clean. Possibly the best experience I've had on Airbnb, would highly recommend!","Private room in spacious apt in Harlem, NYC",Harlem,Manhattan,Private room,$50.33,5.0
1499352326991073234,1079901507671871800,2025-08-30,Walter,we loved everything about this place.  easy to get too and quick access to transportation and great sunroom.,Park Ave Prime Location + Rooftop,Murray Hill,Manhattan,Entire home/apt,$870.72,4.81
1500194198601062029,41978804,2025-08-31,Emily,Alina was always very kind and responsive when I needed assistance. The apartment is in a great location right next to the L train. Would stay here again.,LOVELY Bushwick Room,Bushwick,Brooklyn,Private room,$35.37,5.0
1500084090202216098,25734018,2025-08-31,Richard J,"We have stayed in the apartment numerous times,which speaks to its location,interior space (also has a backyard) and  furnishings.Small requests have been dealt with immediately.<br/>Heartily recommend!",Guest Suite in Park Slope Brownstone,Park Slope,Brooklyn,Private room,$458.76,4.96
1500131119991550269,1151473664711556510,2025-08-31,Paul,Jhoan was very friendly and flexible. I would recommend him especially for a longer term stay like I did!,BK Minimal • Sunny Private Room,Bushwick,Brooklyn,Private room,$61.07,5.0
1500866931893783095,15485880,2025-09-01,Justin,Leo was great! Area was super fun with lots to do and not too far from the subway. We had an amazing first trip to NYC thanks to Leo’s place!,Private Large Room,East Village,Manhattan,Private room,$269.00,4.88
1500809936752641155,1195786673178332789,2025-09-01,Ellen,Melissa has a beautifully remodeled apartment. She is a delightful person and always ready to help. <br/>I wish the location had been closer to the stores and subway but the walk wasn’t too bad.,Astoria Parkside,Ditmars Steinway,Queens,Private room,$200.00,5.0
1500905200538638927,748738181686866655,2025-09-01,Michael,Great location - thanks again Annette!,Cómodo apartamento de un cuarto en Manhattan,Lower East Side,Manhattan,Entire home/apt,$152.30,4.73
1501643839608115529,1084828217755386005,2025-09-02,Elisha,"Great communication from the host. Very hospitable. Place was clean and well maintained. Exactly as described. We were in town for the US Open, and we would definitely stay here again. We were within walking distance of the tournament as well as many other restaurants and shopping.<br/>The only negative was the pillows were very uncomfortable. I regretted not bringing our own.  Their pillows were way too big to lay on comfortably. My husband did not use a pillow, and I ended up using a couch pillow. Other than this, we would definitely recommend this place. It was exactly what we were looking for, and at a great rate.",NYC One Bedroom Masterpiece,Forest Hills,Queens,Entire home/apt,$144.00,4.91
1501576673790089800,35840685,2025-09-02,Lisa,"Jasmine was very hospitable . Read instructions and follow the rules and you would have a good stay ! Pretty cat that did not bother me at all . The location was perfect and clean, i will book again .",Crown 1 -Single Traveler’s  Room,Crown Heights,Brooklyn,Private room,$120.00,4.81
1501584070562709905,938652341400092973,2025-09-02,Alain,"I dont want any more go back in this house and they lied about the description and the Airbnb is shared with other people this is a scam when you booked it, make sure to check your reservation before",Private large room with king size bed & work area,Van Nest,Bronx,Private room,$154.50,4.42
1502303719563938159,1135547842630964371,2025-09-03,Alex,Can’t complain for what you pay for,Exclusive Apartment 719 | Shared Bathroom,Midtown,Manhattan,Entire home/apt,$316.65,4.57
1502289274882265508,765807287945552082,2025-09-03,Chaz,"Yolanda’s place was exactly what she said it was be. Good place to stay, full kitchen! Very close to the R. 10/10",Sweet Apartment,Sunset Park,Brooklyn,Private room,$292.14,4.95
1503081998944057288,1104349873802426432,2025-09-04,Will,"Place was cozy and lovely furniture, Andrew was nice and friendly. However the area is a bit sketchy when the sun goes down.","Sunny, cozy room in Central Brooklyn",Flatbush,Brooklyn,Private room,$126.00,4.97
1503008552556875564,14710763,2025-09-04,Aldo,"El lugar es más grande de lo que se ve en las fotos. Aunque está alejado de las atracciones principales de la ciudad, te hace sentir como local, además de que es bastante privado silencioso y ameno. Definitivamente volveré. Angelika se mostró muy atenta y siempre fue amable con nosotros.","Home Base, Back Yard!",Bedford-Stuyvesant,Brooklyn,Private room,$172.32,4.83
1503062214972931959,53773701,2025-09-04,Christina,"We had a great one-night stay at Michele’s place. Instructions on checking in, getting into the apartment, and signing onto the WiFi were clear and easy to follow. The apartment itself is very cute and clean. We appreciated the comfy beds and AC units. I would stay here again!",Modern & stylish 2 bedroom unit,Rego Park,Queens,Private room,$269.00,4.92
1503041663050551126,1010503905929192028,2025-09-04,Amine,"It is hard to find a better value for money in New York, with hosts who reply in under 10 minutes. The place is clean and spacious, check-in and check-out were smooth, and it’s definitely a convenient choice for a budget-friendly stay in NYC even though the rooms are elegant.",Steps to Times Square | Free Breakfast & Fitness,Hell's Kitchen,Manhattan,Private room,$345.14,4.62
1503040969767688909,1394234603510215650,2025-09-04,Emmanuelle,The location is amazing. The hotel feels a little old and could use a refresh. The rooms have no fridge and why it is hot and humid it would be great to have the option.,,,,,,
1503759767910642090,1111521365863732716,2025-09-05,Miu,アクセスがよく、夜も歩けそうなほど安全なエリア。<br/>お部屋は毎日綺麗に清掃してくれるし、清潔で快適に過ごせた。<br/>お部屋にあるコーヒーマシーンで淹れる一杯は朝にぴったりなテイスト。<br/>スタッフの方々も親切で素晴らしいホテルでした。<br/>また訪れたい滞在先。<br/>お世話様でした。,Steps to Central Park + Dining & Rooftop Terrace,Upper West Side,Manhattan,Private room,$496.00,4.72
1503749699253947189,972617212028384644,2025-09-05,Glenn,"Great place to stay that met all our needs and then some.  Lots of space, the bedrooms were roomy, and shared space and kitchen had lots of elbow room for us to congregate every night and share laughs. <br/>Quiet property in a great part of Harlem! <br/>Can’t go wrong staying there.",Upper Manhattan 3 Bedrooms,Harlem,Manhattan,Entire home/apt,$640.00,4.83
1504539342531634174,15733438,2025-09-06,Nelsys,"Simóne es súper linda, atenta y el lugar es perfecto para viajar a New York! Está cerca del central park, en un lugar seguro y con acceso a todos los lados de la ciudad, podía irme al central park caminando y tomar un tren para ir a lower manhattan sin problemas. Volvería sin dudarlo! Se los recomiendo demasiado!",Master BR/Suite (Private Bathroom & Entrance),East Harlem,Manhattan,Private room,$179.74,4.77
1504483681309327841,1213918539223846664,2025-09-06,Elke,"Wir haben uns gleich wir Zuhause gefühlt, auch weil die Wohnung hübsch und individuell eingerichtet ist. Das Apartment ist sehr gut ausgestattet. Besonders gefallen hat uns, dass man die Fenster öffnen konnte und nicht nur auf die Klimaanlage angewiesen war. <br/>Die Lage war gut, zur Subway läuft man nur wenige Minuten und ist dann in ca 25 Minuten am Times Square. <br/>Um die Ecke gibt es einen Supermarkt  und in der der Nachbarschaft gibt es zahlreiche Restaurants und Kneipen und Geschäfte. Wir würden wieder kommen.","2 Bedroom: Astoria Green House, Private Full Floor",Ditmars Steinway,Queens,Private room,$289.00,4.98
1504461730955519085,1008073352246997879,2025-09-06,Porcha,My family and I had a great time!,Gorgeous Triplex w/ Roof Deck - Luxury 5 Star Stay,Kips Bay,Manhattan,Entire home/apt,"$1,699.79",4.93
1504541084767651887,723861207309008728,2025-09-06,Vinna,"My stay was wonderful! The room was very clean and comfortable, and Sigfus is a kind and communicative host who made everything easy and welcoming. Highly recommend!",Big cosy Bushwick room,Williamsburg,Brooklyn,Private room,$183.00,4.89
1505158292727001412,934107469692156357,2025-09-07,Daniela,"The hotel is simple, but very clean, excellent service, we had a pleasant night. The hotel is close to several places to go on foot; 10 minutes from Times Square. Only check in was at 3pm and we had to wait 1 hour.",King Bed at Holiday Inn Express Times Square,Hell's Kitchen,Manhattan,Private room,$161.21,4.42
1505217109885961120,624678118491722763,2025-09-07,Petra,"Wir waren zu viert für 5 Nächte in der Wohnung, die Lage ist sehr gut, man ist in 10 Minuten beim Grand Central oder in 25 Minuten am Broadway zu Fuß. Die Wohnung liegt im 2. Stock, es gibt keinen Aufzug, evtl. für Personen mit Einschränkungen wichtig zu wissen. Für New Yorker Verhältnisse kann die Lage als ruhig bezeichnet werden. Leider ist im Innenhof gerade eine Baustelle, Beginn 7:30 Uhr morgens mit Baggerarbeiten, Menachem hat uns vorher informiert. Für uns war es kein Problem, da wir nur zum Schlafen in der Wohnung waren. Der Blick aus den Fenstern ist sowieso nicht lohnenswert, für New Yorker Verhältnisse wohl auch normal. Sehr gut fanden wir, dass wir bei 5 Übernachtungen einen kostenlosen Room-Service mit frischen Handtücher bekommen haben.","Cozy and Chic Studio Loft in Midtown NYC! #3302",Midtown,Manhattan,Entire home/apt,$505.00,4.86
1505188409665666057,721917164353135853,2025-09-07,LaToya,"Clean, Cozy and Peaceful! Would book again and again. I forgot to read the information about bringing an additional guest. <br/>Jiyoun is a great and attentive host who has really created a nice vibe.",5 min Subway LGBTQ friendly Cozy Queen Room,Brownsville,Brooklyn,Private room,$788.00,4.9
1505195253794630603,36629436,2025-09-07,Angela,"I had a lovely long weekend staying at Steven's house. It's a beautiful home in a quiet neighborhood, easily accessible from transit and a quick trip to LGA.",Church view bedroom in Harlem brownstone,Harlem,Manhattan,Private room,$175.00,4.94
1505916936063132900,15141938,2025-09-08,Yap,"Yochi couples are friendly. Clear and quick response to ensure we can check-in seamlessly. <br/>Nice, homely breakfast with Interesting sharing. GREAT location too! High recommend!",Private room & bath in a perfect Chelsea loft,Chelsea,Manhattan,Private room,$399.41,4.98
1505873153446295570,1258859657820234315,2025-09-08,Andre-Pierre,A very welcoming home. Getting there was easy and clear. I even found some turmeric in the pantry to do a recipe of mine.,"Cozy Nest, minutes to Manhattan, 7 mins to LGA",Woodside,Queens,Private room,$560.00,4.75
1507329870642096774,539084025529334382,2025-09-10,Veronique,"L’appartement très agréable. On entend les voisins du haut marcher mais ce n’est pas trop gênant car ce n’est pas dans la nuit. <br/>La rue est très paisible. <br/>Le métro n’est pas loin. Il faut compter un peu de temps pour rejoindre Manhattan , 3/4 h à 1h mais c’est normal compte tenu la localisation de l’appartement. <br/>Il y a un aussi un beau jardin, pas trop accessible pendant notre séjour mais très agréable. <br/>Amalia est très sympa et arrangeante. Je recommande cet appartement new-yorkais.",lovely space   with all services in Brooklyn.,Cypress Hills,Brooklyn,Entire home/apt,$297.00,4.88
1507427001560221900,625470772596139920,2025-09-10,Rachel,"Didn't quite meet expectations based on photos. I noticed staining on pillows and headboard. It was a very small and hot space, even with fans on.",Cozy Clean Retreat w/Private bath,Sunset Park,Brooklyn,Private room,$135.80,4.67
1508051249197658555,1427614660860167615,2025-09-11,William,"Rosie est une super hôte. Très réactive, prévenante et sympathique. Elle nous a laissé la possibilité de faire un check out tardif ce qui était hyper appréciable avant de prendre notre vol en fin de journée. La chambre mise à disposition est cosy et très propre.",Private peaceful room in the heart if Bushwick,Bushwick,Brooklyn,Private room,$285.50,4.91
1508051249362545327,1131458412663503638,2025-09-11,Molly,"We had a fab 4 night stay in Brooklyn at JoJos place. It was super close to public transport, cafes, restaurants etc. You really feel like a local in this area which is nice. The area felt very safe and was quiet at night time. The space it self was exactly as described, beds were comfy and was perfect for two people who wanted their own sleeping spaces. It was extremely clean and well equipped/organsied. We would 100% recommend and would absolutely stay again.","Spacious suite, 10-min to subways",Bedford-Stuyvesant,Brooklyn,Entire home/apt,$285.30,4.97
1508066202662628971,695755456324715761,2025-09-11,Graham,This was our third stay in the 3 weeks we were in the US. Each time everything was ready for our return. Very comfortable and clean. Would definitely stay again.,Hello Brooklyn! Prvt One Bedroom apartment,Bushwick,Brooklyn,Entire home/apt,$295.00,4.88
1508866464427690889,8327773,2025-09-12,Dean,"Jason’s place is conveniently located a short walk from an A Train subway station and is a good base from which to explore Manhattan and the western side of Brooklyn. Jason was a responsive host and the apartment was generally clean and well equipped. The self-check-in was handy, because our flight was delayed and we ended up arriving in the middle of the night. We needed to use the flashlight on our phones to use the keypads after dark. We enjoyed our stay.","Gorgeous Brooklyn Brownstone Flat, Great Location!",Bedford-Stuyvesant,Brooklyn,Entire home/apt,$347.00,4.92
1509569871043125712,1111540336881417764,2025-09-13,Carlos,FUE FABULOSO MIS DIAS DE HOSPEAJE. GRACIAS,Broadway Block | Rooftop Bar Views. Dining On-site,Theater District,Manhattan,Private room,$259.00,4.75
1509504583569783851,1173237288996322274,2025-09-13,Asif,"Emily and Saul were wonderful and responsive. The place is in a quiet neighbourhood. <br/>The photos seemed a little misleading. I imagined the place to look like the photo, which it didn’t. It was also smaller than what I’d anticipated based on the listing photos. <br/>There was a delay with check-in but Emily and Saul were responsive throughout the process. It was a little painful having to wait longer than expected but delays happen. They offered us 1 hour late checkout due to the delay.",Perfectly Situated Bay Ridge Studio,Fort Hamilton,Brooklyn,Entire home/apt,$287.00,4.6
1510273378540548167,985688634102569248,2025-09-14,Marc,"Neben der tollen Wohnung hat Ken den Aufenthalt so angenehm , liebevoll und authentisch gestaltet wie es nur ging. Wir haben uns sehr wohl gefühlt und den Aufenthalt voll genoßen. Durch die eingerichtete Wohnung und Kens Persönlichkeit fühlt man sich direkt willkommen - gerne jederzeit wieder und absolut eine Empfehlung wert 👍","Historic Bklyn Brownstone Apt #2",Bedford-Stuyvesant,Brooklyn,Entire home/apt,$339.00,4.95
1510281664717914953,835928798451571206,2025-09-14,Kelly,This is a wonderful spot for a trip to NYC. Plenty of room. SPOTLESS. Two bathrooms a huge plus. We will return for sure!,Mint House 70 Pine by Kasa | Deluxe One Bedroom,Financial District,Manhattan,Private room,$302.00,4.81
1510994981283970678,696623677328852773,2025-09-15,Simone,"We were very pleased with this accommodation. In particular how accurate the descriptions were, and how friendly and responsive the host was. Excellent location and great service. Thank you!",Serene Urban Escape - Steps from Soho & Subway,Chinatown,Manhattan,Private room,$138.00,4.51
1510959615614556613,51228351,2025-09-15,Monica,"The place can easily be found,  walkable/ very accessible  near restaurants and tourist attractions.<br/>It is equipped with basic essentials ,clean and comfortable bed and pillow. Hotel staff are very approachable and accommodating. Overall, we had an excellent stay ⭐️",Steps from Bryant Park + Fitness Center,Midtown,Manhattan,Private room,$171.32,4.68
1510991579477525664,973202272068906394,2025-09-15,Jorden,We spent very successful and relaxing two weeks at Casa Erica. Check in was smooth and the property was exactly as described. Book it!,Casa Erika,Cypress Hills,Brooklyn,Entire home/apt,$473.67,4.89
1511734580283857185,884661357873554269,2025-09-16,Ahmet Talha,Şimdiye kadar kaldığımız en temiz konaklama yeriydi diyebilirim. Resmen evimizde gibi hissettik. Sherryl dost canlısı ve anlayışlı bir ev sahibiydi.,Charming Hosted Apartment in the Heart of Brooklyn,East Flatbush,Brooklyn,Private room,$234.00,5.0
1511720788872502258,1384153171785504020,2025-09-16,Vince,The Location is perfect easy access off highway if you are driving. Super close to JFK for 24 stayover. The apartment is cozy and comfortable! Wood floors are well maintained. The water pressure and heat was amazing ! Wonderful hosts too!  I would stay here again if the opportunity arises!,"Queens/JFK Room#4",Kew Gardens,Queens,Private room,$107.00,4.88
1511789836064765602,1451393381226394142,2025-09-16,Tanja,"We had a wonderful stay with Giovanni! He welcomed us so warmly and gave us amazing recommendations for restaurants in the area. The apartment had everything we needed and even more – shampoo, shower gel, a fully equipped kitchen, hair dryer, and even our own fridge in the room, which was amazing.<br/>Giovanni was always super quick and kind in his replies, and he was very accommodating when our check-out plans shifted a bit. We truly felt at home and couldn’t have asked for a better host. Highly recommended!",Bed-Stuy Brownstone Room,Bedford-Stuyvesant,Brooklyn,Shared room,$105.56,5.0
1513169528019012143,1177504045631878580,2025-09-18,Aize,Great value for money.,Modern Bay Ridge Studio: Perfect Urban Escape,Fort Hamilton,Brooklyn,Entire home/apt,$152.00,4.66
1513160805358690239,36236515,2025-09-18,Bina,Comfortable stay although travel time to city was long but location is convenient and close to bus stop. 💯 recommend,"Tranquil Haven-8 mins to JFK- Rm.#3",Jamaica,Queens,Private room,$149.00,4.85
1514639052124402942,1070450891681156687,2025-09-20,Bryce,"The location is excellent and the unit itself was decent for a short stay. However, there are a few things to be aware of. The building setup requires an awkward elevator transfer, and the wait times for elevators are often very long. The property is also in the middle of active construction, so every day starts with a walk through a construction zone. Additionally, an “optional” donation was added to my invoice without being asked about it first, which felt misleading. Overall, the stay was okay, but these factors definitely took away from the experience.",Near Wall Street | Restaurant + Skyline Views,Tribeca,Manhattan,Private room,$244.76,4.76
1514689937347266816,1445719574886394263,2025-09-20,Alexandru M,Spotless apartment and a very responsive host.,Brownstone 2 Bed with Private Backyard near Subway,Harlem,Manhattan,Entire home/apt,$656.00,4.96
1514604633959664954,1044596274887028908,2025-09-20,Sarah,The Arlo is a lovely hotel and has the most delicious scent! We’ll stay again.,City view queen,Williamsburg,Brooklyn,Private room,$419.00,4.73
1515354449146247299,1132610612866401029,2025-09-21,Jonathan,Loved my stay and the free chilled water and water bottles came in handy when going about the city,Superior view room,Financial District,Manhattan,Private room,$167.40,4.76
1515330658289812041,48982956,2025-09-21,Minyue,Recommended if u would like to spot a place to stay somewhere in Brooklyn. Nana is so nice and helpful!!!,Designed WFH/ Queen Bed/ 1G wi-fi/ Laundry /yard,Crown Heights,Brooklyn,Private room,$95.05,5.0
1515385744992773162,1132610485988991075,2025-09-21,Heidi,All what we expected and more. Nice views great place to stay.,Accessible room,Financial District,Manhattan,Private room,$167.40,4.85
1515414189784310273,766096522634607786,2025-09-21,Abdulrahman,"Lawrence was a fantastic host—very welcoming and responsive. The apartment was clean, comfortable, and had an amazing view. The location was perfect, close to everything I needed. Highly recommend staying here!",Spring Deals! LES is MORE stunning views,Lower East Side,Manhattan,Entire home/apt,$523.50,4.78
1515329590043485157,693567361025762253,2025-09-21,Chanse,Had such a great time at this cute brownstone! Perfect for exploring Brooklyn & going into Manhattan. The hosts were friendly & responsive. I would definitely recommend staying here for your trip to NYC.,Renovated Apartment in Bed-Stuy Brownstone!,Bedford-Stuyvesant,Brooklyn,Private room,$271.50,4.93
1515389151863934729,835923623157525975,2025-09-21,军,Mint house at 70 pine，交通便利，周边生活配套完善，房间很宽敞，干净，物业管理很到位，非常愉快的一次体验，谢谢,Mint House 70 Pine by Kasa | One Bedroom King,Financial District,Manhattan,Private room,$536.00,4.9
1516126876822355981,1302598873140366555,2025-09-22,Nikhil,"Ivan was a wonderful host and truly warm and helpful. His kindness really stood out, as he went out of his way to accommodate an early check in. We truly loved the place, a classic Brooklyn home and a great area. Would definitely stay again","Private Suite｜1910 Townhouse｜Bushwick, Brooklyn",Bushwick,Brooklyn,Private room,$222.53,5.0
1516129461510377440,1405037755406349260,2025-09-22,Braeden,"great space, great host, had a great time!",Roomrs - Luxury 2BR in prime LES,Lower East Side,Manhattan,Entire home/apt,$322.67,3.5
1516047411933592310,875426090400369943,2025-09-22,Arno,Early Check-in without Problems. Coffee and water made available. Good recommendation of Supermarket. Warm hospitality.,"Beautiful, chic, apartment located in Brooklyn",East Flatbush,Brooklyn,Private room,$224.43,4.9
1516130326813833182,1268950356586183928,2025-09-22,Chichi,We stayed at the Moxy for one night but it was an enjoyable one night. Great location as well!,Trendy Williamsburg Hotel with rooftop bar,Williamsburg,Brooklyn,Private room,$329.00,4.68
1516071429797579700,969127796395247392,2025-09-22,Chantal,"Voor het geld was het een prima appartement. Helaas waren ze in het gebouw achter ons aan het renoveren, vaak tot laat in de avond. Moesten zelf om nieuwe handdoeken vragen, maar hier zaten de haren van de vorige gebruiker nog in. Verder was alles wat je nodig had wel aanwezig en dichtbij openbaar vervoer.",NEW 1 BED Cozy Apt in Astoria,Ditmars Steinway,Queens,Private room,$249.00,4.57
